locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
ABUW_0066,hppD,,70383,71438,+,4-hydroxyphenylpyruvate dioxygenase,Amino acid transport and metabolism,
ABUW_0067,hmgR,,71503,72282,-,transcriptional regulator%2C IclR family,Transcription,
ABUW_0068,ABUW_0068,,72582,73130,-,glyoxalase/bleomycin resistance protein/dioxygenase,Amino acid transport and metabolism,
ABUW_0069,maiA,,73148,73780,-,maleylacetoacetate isomerase,Carbohydrate transport and metabolism,
ABUW_0070,fahA,,73767,75074,-,fumarylacetoacetase,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_0071,aroP1,,75433,76821,+,aromatic amino acid transport protein,Amino acid transport and metabolism,
ABUW_0072,ABUW_0072,,76984,77667,+,peptidase M15 family,Function unknown,
ABUW_0073,ABUW_0073,,77810,79075,+,CobW/P47K family protein,Function unknown,
ABUW_0074,ABUW_0074,,79110,80222,-,acyltransferase 3,Lipid transport and metabolism,
ABUW_0075,hutC,,80575,81327,+,histidine utilization repressor,Transcription,
ABUW_0076,ABUW_0076,,81324,81899,+,hypothetical protein,Function unknown,
ABUW_0077,hutU,,82151,83827,+,urocanate hydratase,Amino acid transport and metabolism,
ABUW_0078,hutH,,83915,85453,+,histidine ammonia-lyase,Amino acid transport and metabolism,
ABUW_0079,ABUW_0079,,85518,86930,+,proline-specific permease ProY,Amino acid transport and metabolism,
ABUW_0080,hutI,,86982,88187,+,imidazolonepropionase,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_0081,hutG,,88165,89118,+,formimidoylglutamase,Amino acid transport and metabolism,
ABUW_0082,ABUW_0082,,89373,91199,+,hypothetical protein,Function unknown,
ABUW_0083,ABUW_0083,,91299,91937,+,haloacid dehydrogenase,Function unknown,
ABUW_0084,murI1,,91961,92761,+,glutamate racemase,Cell wall/membrane/envelope biogenesis,
ABUW_0085,ABUW_0085,,93475,93759,+,hypothetical protein,No COG annotation,
ABUW_0086,ABUW_0086,,94238,95305,+,DNA cytosine methyltransferase,"Replication, recombination and repair",
ABUW_0087,ABUW_0087,,95292,98285,+,histidine kinase,"Cell cycle control, cell division, chromosome partitioning",
ABUW_0088,ABUW_0088,,98290,99990,+,hypothetical protein,No COG annotation,
ABUW_0089,glmS,,100659,102497,-,glutamine-fructose-6-phosphate transaminase (isomerizing),Cell wall/membrane/envelope biogenesis,
ABUW_0090,glmU,,102510,103874,-,UDP-N-acetylglucosamine diphosphorylase/glucosamine-1- phosphate N-acetyltransferase,Cell wall/membrane/envelope biogenesis,
ABUW_0091,pgpA,,103891,104406,-,phosphatidylglycerophosphatase A,Lipid transport and metabolism,
ABUW_0092,thiL,,104384,105301,-,thiamine-monophosphate kinase,Coenzyme transport and metabolism,
ABUW_0093,nusB,,105317,105766,-,transcription antitermination factor NusB,Transcription,
ABUW_0094,ribH,,105770,106240,-,6%2C7-dimethyl-8-ribityllumazine synthase,Coenzyme transport and metabolism,
ABUW_0095,ribB1,,106252,107373,-,3%2C4-dihydroxy-2-butanone 4-phosphate synthase,Coenzyme transport and metabolism,
ABUW_0096,ABUW_0096,,107613,108902,-,hypothetical protein,No COG annotation,
ABUW_0097,serB,,108980,110203,+,phosphoserine phosphatase,Amino acid transport and metabolism,
ABUW_0098,ABUW_0098,,110613,110948,+,hypothetical protein,No COG annotation,
ABUW_0099,ABUW_0099,,111202,111681,+,hypothetical protein,Lipid transport and metabolism,
ABUW_0100,dtd,,111721,112164,-,D-tyrosyl-tRNA(Tyr) deacylase,"Translation, ribosomal structure and biogenesis",
ABUW_0101,pncB,,112333,113547,+,nicotinate phosphoribosyltransferase,Nucleotide transport and metabolism,
ABUW_0102,ABUW_0102,,113698,114546,+,hypothetical protein,Inorganic ion transport and metabolism,
ABUW_0103,psd,,114543,115394,+,phosphatidylserine decarboxylase,Lipid transport and metabolism,
ABUW_0104,ABUW_0104,,115613,116809,+,hypothetical protein,Lipid transport and metabolism,
ABUW_0105,phoR,,116879,118237,-,phosphate regulon sensor kinase PhoR,Signal transduction mechanisms,
ABUW_0106,phoB,,118247,118957,-,phosphate regulon transcriptional regulatory protein PhoB,Transcription,
ABUW_0107,ABUW_0107,,119213,119884,-,transcriptional regulator%2C TetR family,Transcription,
ABUW_0108,ABUW_0108,,120081,120914,+,short-chain dehydrogenase/reductase,Function unknown,
ABUW_0109,ABUW_0109,,120971,122338,-,MATE efflux family protein,Defense mechanisms,
ABUW_0110,ABUW_0110,,122445,123599,-,putative aminotransferase,Amino acid transport and metabolism,
ABUW_0111,ABUW_0111,,123627,124937,-,hypothetical protein,Function unknown,
ABUW_0112,ABUW_0112,,124951,125514,-,hypothetical protein,No COG annotation,
ABUW_0113,ABUW_0113,,125574,126113,-,hypothetical protein,Function unknown,
ABUW_0114,gshA,,126282,127859,+,glutamate--cysteine ligase,Coenzyme transport and metabolism,
ABUW_0115,dsbB,,127874,128389,+,disulfide bond formation protein,"Post-translational modification, protein turnover,and chaperones",
ABUW_0116,ABUW_0116,,128555,131860,+,hypothetical protein,Function unknown,
ABUW_0117,ABUW_0117,,131872,133620,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,
ABUW_0118,ABUW_0118,,133642,134100,+,hypothetical protein,No COG annotation,
ABUW_0119,ABUW_0119,,134102,134458,+,hypothetical protein,No COG annotation,
ABUW_0120,ABUW_0120,,134555,135292,+,hypothetical protein,No COG annotation,
ABUW_0121,ABUW_0121,,135405,136130,+,hypothetical protein,No COG annotation,
ABUW_0122,ABUW_0122,,136197,137540,-,PGAP1 family protein,Function unknown,
ABUW_0123,ABUW_0123,,137752,138333,+,putative esterase,Function unknown,
ABUW_0124,parE,,138348,140231,+,DNA topoisomerase IV%2C B subunit,"Replication, recombination and repair",
ABUW_0125,allA,,140353,140856,-,ureidoglycolate hydrolase,Nucleotide transport and metabolism,
ABUW_0126,allC,,140853,141863,-,allantoicase,Nucleotide transport and metabolism,
ABUW_0127,ABUW_0127,,142063,143220,+,monooxygenase%2C FAD-binding,Energy production and conversion,
ABUW_0128,ABUW_0128,,143273,143998,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,
ABUW_0129,ABUW_0129,,144121,145488,-,uracil-xanthine permease,Nucleotide transport and metabolism,
ABUW_0130,uraH1,,145513,145836,-,transthyretin,Function unknown,
ABUW_0131,ABUW_0131,,145833,146336,-,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,Function unknown,
ABUW_0132,ABUW_0132,,146436,147401,-,polysaccharide deacetylase,Carbohydrate transport and metabolism,
ABUW_0133,ABUW_0133,,147654,148004,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",
ABUW_0134,ABUW_0134,,148157,148708,+,hypothetical protein,Function unknown,
ABUW_0135,ABUW_0135,,148721,149488,+,hypothetical protein,Function unknown,
ABUW_0136,dsbD,,149517,151331,+,thiol:disulfide interchange protein,Energy production and conversion,
ABUW_0137,ABUW_0137,,151323,152516,-,GGDEF family protein,Signal transduction mechanisms,
ABUW_0138,est,,152692,153603,-,esterase,Lipid transport and metabolism,
ABUW_0139,ABUW_0139,,153753,154190,+,hypothetical protein,Function unknown,
ABUW_0140,ABUW_0140,,154228,154578,-,putative arsenate reductase,Inorganic ion transport and metabolism,
ABUW_0141,xth,,155034,155858,-,exodeoxyribonuclease III,"Replication, recombination and repair",
ABUW_0142,pyrE,,155897,156547,+,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,
ABUW_0143,ABUW_0143,,156598,158787,-,TonB-dependent receptor protein,Inorganic ion transport and metabolism,
ABUW_0144,ABUW_0144,,159016,159228,-,hypothetical protein,Function unknown,
ABUW_0145,gshB,,159390,160334,+,glutathione synthase,Coenzyme transport and metabolism,
ABUW_0146,murG,,160572,161669,+,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,Cell wall/membrane/envelope biogenesis,
ABUW_0147,murC,,161681,163129,+,UDP-N-acetylmuramate--alanine ligase,Cell wall/membrane/envelope biogenesis,
ABUW_0148,ddlB,,163167,164093,+,D-alanine--D-alanine ligase B,Nucleotide transport and metabolism,
ABUW_0149,ftsQ,,164096,164950,+,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning",
ABUW_0150,ftsA,,165011,166273,+,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning",
ABUW_0151,ftsZ,,166438,167613,+,cell division protein FtsZ,"Cell cycle control, cell division, chromosome partitioning",
ABUW_0152,lpxC,,167724,168626,+,UDP-3-O-[3-hydroxymyristoyl] N- acetylglucosamine deacetylase,Cell wall/membrane/envelope biogenesis,
ABUW_0153,ABUW_0153,,168724,169164,-,hypothetical protein,Function unknown,
ABUW_0154,ABUW_0154,,169272,169964,+,peptidase%2C M23/M37 family (EsvJ),Cell wall/membrane/envelope biogenesis,
ABUW_0155,aceE,,170215,172932,+,pyruvate decarboxylase E1 component,Energy production and conversion,
ABUW_0156,aceF,,172935,174914,+,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,Energy production and conversion,
ABUW_0157,ABUW_0157,,175063,175335,+,hypothetical protein,No COG annotation,
ABUW_0158,ABUW_0158,,175584,176159,+,hypothetical protein,Function unknown,
ABUW_0159,ABUW_0159,,176219,178375,-,TonB-dependent receptor protein,Inorganic ion transport and metabolism,
ABUW_0160,ABUW_0160,,178603,179400,+,metallo-beta-lactamase family protein,Energy production and conversion,
ABUW_0161,ABUW_0161,,179492,179857,+,putative ferredoxin,Function unknown,
ABUW_0162,guaB,,179993,181459,+,inosine-5'-monophosphate dehydrogenase,Nucleotide transport and metabolism,
ABUW_0163,glmM,,181609,182946,+,phosphoglucosamine mutase,Carbohydrate transport and metabolism,
ABUW_0164,pdxH,,182957,183613,+,pyridoxamine 5'-phosphate oxidase,Coenzyme transport and metabolism,
ABUW_0165,recJ,,183614,185314,+,single-stranded-DNA-specific exonuclease RecJ,"Replication, recombination and repair",
ABUW_0166,ABUW_0166,,185359,186126,-,outer membrane protein,Function unknown,
ABUW_0167,prfB,,186682,187614,+,peptide chain release factor 2,"Translation, ribosomal structure and biogenesis",
ABUW_0168,ABUW_0168,,187713,187844,+,hypothetical protein,No COG annotation,
ABUW_0169,ABUW_0169,,187814,188116,+,transcriptional regulator%2C ArsR family,Transcription,
ABUW_0170,xenB,,188145,189203,+,N-ethylmaleimide reductase,Energy production and conversion,
ABUW_0171,kdtA,,189372,190664,+,3-deoxy-D-manno-2-octulosonate transferase,Cell wall/membrane/envelope biogenesis,
ABUW_0172,ABUW_0172,,190661,191368,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",
ABUW_0173,ABUW_0173,,191348,192328,-,MscS Mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis,
ABUW_0174,ABUW_0174,,192441,193016,-,hypothetical protein,Function unknown,
ABUW_0175,acsA,,193311,195260,+,acetate--CoA ligase,Lipid transport and metabolism,
ABUW_0176,ABUW_0176,,195307,195849,-,amidase,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_0177,ABUW_0177,,195955,196368,+,transcriptional regulator%2C AsnC/Lrp family,Transcription,
ABUW_0178,ABUW_0178,,196462,197574,-,alkanesulfonate monooxygenase,Energy production and conversion,
ABUW_0179,msuE,,197620,198357,-,NADH-dependent fmn reductase,Function unknown,
ABUW_0180,ABUW_0180,,198734,199384,+,two-component system response regulator protein,Transcription,
ABUW_0181,ABUW_0181,,199427,200194,-,hypothetical protein,No COG annotation,
ABUW_0182,ABUW_0182,,200589,204086,-,two-component system hybrid histidine kinase/response regulator,Signal transduction mechanisms,
ABUW_0183,ABUW_0183,,204270,204602,+,hypothetical protein,Function unknown,
ABUW_0184,ABUW_0184,,204604,206319,+,Na+/solute symporter,Function unknown,
ABUW_0185,ABUW_0185,,206489,207181,+,hypothetical protein,Function unknown,
ABUW_0186,ABUW_0186,,207347,209314,+,high-affinity choline transport protein,Cell wall/membrane/envelope biogenesis,
ABUW_0187,ABUW_0187,,209373,210254,-,hypothetical protein,Function unknown,
ABUW_0188,ABUW_0188,,211247,212953,+,GGDEF family protein,Signal transduction mechanisms,
ABUW_0189,uvrA,,212987,215821,-,excinuclease ABC%2C A subunit,"Replication, recombination and repair",
ABUW_0190,ABUW_0190,,216118,216720,+,transcriptional regulator%2C TetR family,Transcription,
ABUW_0191,ABUW_0191,,216724,217701,+,alcohol dehydrogenase%2C zinc-binding,Energy production and conversion,
ABUW_0192,ABUW_0192,,217766,218119,+,hypothetical protein,Function unknown,
ABUW_0193,ABUW_0193,,218172,218513,+,GlpM family protein,Function unknown,
ABUW_0194,ABUW_0194,,218563,219237,-,transcriptional regulator%2C TenA family,Transcription,
ABUW_0195,ABUW_0195,,219500,220582,+,major facilitator family transporter,Function unknown,
ABUW_0196,ABUW_0196,,220732,222093,+,major facilitator family transporter,Amino acid transport and metabolism,
ABUW_0197,ssb,,222145,222726,+,single-strand binding protein,"Replication, recombination and repair",
ABUW_0198,ABUW_0198,,222767,223090,-,branched-chain amino acid transport,Function unknown,
ABUW_0199,ABUW_0199,,223087,223782,-,hypothetical protein,Amino acid transport and metabolism,
ABUW_0200,ABUW_0200,,223851,224399,+,transcriptional regulator%2C XRE family,Transcription,
ABUW_0201,gabP,,224705,226147,+,GABA permease,Amino acid transport and metabolism,
ABUW_0202,ABUW_0202,,226208,227752,-,transcriptional regulator%2C GntR family,Transcription,
ABUW_0203,gabT,,227864,229156,+,4-aminobutyrate transaminase,Amino acid transport and metabolism,
ABUW_0204,gabD1,,229153,230601,+,succinate-semialdehyde dehydrogenase (NADP+),Energy production and conversion,
ABUW_0205,ABUW_0205,,230706,231680,-,transcriptional regulator%2C LysR family,Transcription,
ABUW_0206,ABUW_0206,,231701,232327,-,isochorismate hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_0207,ABUW_0207,,232604,233476,+,pirin family protein,Function unknown,
ABUW_0208,ABUW_0208,,233877,235214,+,hypothetical protein,Function unknown,
ABUW_0209,ABUW_0209,,235219,236046,+,methyltransferase,Cell wall/membrane/envelope biogenesis,
ABUW_0210,ABUW_0210,,236055,236477,+,hypothetical protein,Function unknown,
ABUW_0211,ABUW_0211,,236481,236651,-,hypothetical protein,No COG annotation,
ABUW_0213,ABUW_0213,,237320,238564,-,major facilitator family transporter,Amino acid transport and metabolism,
ABUW_0214,ABUW_0214,,238703,239623,+,transcriptional regulator%2C LysR family,Transcription,
ABUW_0215,ABUW_0215,,239620,240507,-,permease,Amino acid transport and metabolism,
ABUW_0216,ABUW_0216,,240736,241479,+,hypothetical protein,No COG annotation,
ABUW_0217,ABUW_0217,,241504,241896,+,hypothetical protein,No COG annotation,
ABUW_0218,ABUW_0218,,241942,242943,-,aldo-keto reductase,Energy production and conversion,
ABUW_0219,ABUW_0219,,243055,243957,-,transcriptional regulator%2C AraC family,Transcription,
ABUW_0220,ABUW_0220,,244486,244698,+,hypothetical protein,No COG annotation,
ABUW_0222,ABUW_0222,,244914,245465,+,transcriptional regulator%2C TetR family,Transcription,
ABUW_0223,ABUW_0223,,245520,245936,-,hypothetical protein,Function unknown,
ABUW_0224,ABUW_0224,,246048,246362,+,transcriptional regulator%2C HxlR family,Transcription,
ABUW_0225,ABUW_0225,,246467,246991,-,hypothetical protein,No COG annotation,
ABUW_0226,ABUW_0226,,247154,247372,-,hypothetical protein,No COG annotation,
ABUW_0227,ABUW_0227,,247400,247735,-,transcriptional regulator%2C MarR family,Transcription,
ABUW_0228,ABUW_0228,,247853,248410,+,NAD(P)H oxidoreductase,Function unknown,
ABUW_0229,ABUW_0229,,248441,249274,-,transcriptional regulator%2C AraC family,Transcription,
ABUW_0230,ABUW_0230,,249413,249955,+,acetyltransferase%2C gnat family,"Translation, ribosomal structure and biogenesis",
ABUW_0232,trkD,,250338,252215,+,potassium transport system low affinity (KUP family),Inorganic ion transport and metabolism,
ABUW_0233,ABUW_0233,,252271,252714,-,hypothetical protein,No COG annotation,
ABUW_0234,ABUW_0234,,252970,254049,+,DNA/RNA non-specific endonuclease G protein,Nucleotide transport and metabolism,
ABUW_0235,ABUW_0235,,254146,254745,+,transporter LysE family,Amino acid transport and metabolism,
ABUW_0236,ABUW_0236,,254791,255033,+,hypothetical protein,No COG annotation,
ABUW_0237,aqpZ,,255242,255931,-,aquaporin Z,Carbohydrate transport and metabolism,
ABUW_0238,ABUW_0238,,256064,257068,-,transcriptional regulator%2C AraC family,Transcription,
ABUW_0239,ABUW_0239,,257178,257816,+,hypothetical protein,No COG annotation,
ABUW_0240,hisF,,257858,258616,-,imidazoleglycerol phosphate synthase%2C cyclase subunit,Amino acid transport and metabolism,
ABUW_0241,ABUW_0241,,258729,259679,+,homoserine kinase,Nucleotide transport and metabolism,
ABUW_0242,ABUW_0242,,259692,260321,+,cold-shock DNA-binding domain protein,Transcription,
ABUW_0243,ABUW_0243,,260358,260753,+,hypothetical protein,Function unknown,
ABUW_0244,ABUW_0244,,260787,261689,-,hypothetical protein,Amino acid transport and metabolism,
ABUW_0245,ABUW_0245,,261788,262339,+,transcriptional regulator%2C XRE family,Transcription,
ABUW_0246,hisA,,262407,263138,-,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,Amino acid transport and metabolism,
ABUW_0247,ABUW_0247,,263233,263874,-,3'-5' exonuclease,"Replication, recombination and repair",
ABUW_0248,ABUW_0248,,263961,264509,-,hypothetical protein,Function unknown,
ABUW_0249,hisH,,264663,265280,-,imidazole glycerol phosphate synthase%2C glutamine amidotransferase subunit,Amino acid transport and metabolism,
ABUW_0250,hisB,,265280,265873,-,imidazoleglycerol-phosphate dehydratase,Amino acid transport and metabolism,
ABUW_0251,ABUW_0251,,265976,266359,+,hypothetical protein,Transcription,
ABUW_0254,ABUW_0254,,266914,267345,-,acetyltransferase,Transcription,
ABUW_0255,ABUW_0255,,267476,268990,-,succinyl-CoA:coenzyme A transferase,Energy production and conversion,
ABUW_0256,envZ,,269182,270639,-,two-component system sensory histidine kinase,Signal transduction mechanisms,
ABUW_0257,ompR,,270657,271421,-,two-component system response regulator protein,Transcription,
ABUW_0258,ABUW_0258,,272077,274425,+,RNA binding S1 domain protein,Transcription,
ABUW_0259,ABUW_0259,,274715,276916,+,sulfate transporter,Inorganic ion transport and metabolism,
ABUW_0260,acr1,,276984,277874,-,acyl coenzyme A reductase,Function unknown,
ABUW_0261,metY,,278148,279425,-,O-acetylhomoserine/O-acetylserine sulfhydrylase,Amino acid transport and metabolism,
ABUW_0262,ABUW_0262,,279723,281384,+,ABC transporter ATP-binding protein,Function unknown,
ABUW_0263,ABUW_0263,,281563,282156,+,hypothetical protein,No COG annotation,
ABUW_0264,ABUW_0264,,282256,282948,-,hypothetical protein,No COG annotation,
ABUW_0265,ABUW_0265,,283097,283495,+,cation efflux system protein,No COG annotation,
ABUW_0266,czcC,,283655,284965,+,cation efflux system protein,Cell wall/membrane/envelope biogenesis,
ABUW_0267,czcB,,284968,286185,+,cation efflux system protein (EsvF1),Cell wall/membrane/envelope biogenesis,
ABUW_0268,czcA,,286175,289333,+,cation efflux system protein,Inorganic ion transport and metabolism,
ABUW_0269,czcD,,289466,290422,+,cation efflux system protein,Inorganic ion transport and metabolism,
ABUW_0270,ABUW_0270,,290441,290779,-,hypothetical protein,No COG annotation,
ABUW_0271,ABUW_0271,,291053,292000,+,hypothetical protein,No COG annotation,
ABUW_0274,ABUW_0274,,292407,293291,-,hypothetical protein,Amino acid transport and metabolism,
ABUW_0275,ABUW_0275,,293410,294828,-,amino-acid permease,Amino acid transport and metabolism,
ABUW_0278,gltX,,295193,296701,-,glutamyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",
ABUW_0279,ABUW_0279,,296818,297117,-,hypothetical protein,No COG annotation,
ABUW_0280,sbp,,297514,298515,+,thiosulfate-binding protein,Inorganic ion transport and metabolism,
ABUW_0281,mraW,,298738,299661,+,S-adenosyl-methyltransferase MraW,"Translation, ribosomal structure and biogenesis",
ABUW_0282,ftsL,,299661,299993,+,cell division protein FtsL,"Cell cycle control, cell division, chromosome partitioning",
ABUW_0283,ftsI,,300005,301837,+,peptidoglycan glycosyltransferase,Cell wall/membrane/envelope biogenesis,
ABUW_0284,murE,,301841,303340,+,UDP-N-acetylmuramyl-tripeptide synthetase,Cell wall/membrane/envelope biogenesis,
ABUW_0285,murF,,303349,304749,+,UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C6-diaminopimelate--D-alanyl-D-alanyl ligase,Cell wall/membrane/envelope biogenesis,
ABUW_0286,mraY,,304750,305868,+,phospho-N-acetylmuramoyl-pentapeptide-transferase,Cell wall/membrane/envelope biogenesis,
ABUW_0287,ABUW_0287,,305929,306261,+,hypothetical protein,No COG annotation,
ABUW_0288,rrm,,306264,307088,+,ribosomal RNA large subunit methytransferase A,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_0289,ABUW_0289,,307106,309661,-,penicillin-binding protein 1A,Cell wall/membrane/envelope biogenesis,
ABUW_0290,ABUW_0290,,309823,310881,+,type IV pilus assembly protein PilM,Cell motility,
ABUW_0291,comN,,310881,311522,+,type 4 fimbrial biogenesis protein PilN,Cell motility,
ABUW_0292,comO,,311519,312259,+,pilus assembly protein%2C PilO,Cell motility,
ABUW_0293,comL,,312270,312797,+,pilus assembly protein%2C PilQ,Cell motility,
ABUW_0294,comQ,,312860,315025,+,fimbrial assembly protein PilQ,"Intracellular trafficking, secretion, and vesicular transport",
ABUW_0295,aroK,,315037,315606,+,shikimate kinase,Nucleotide transport and metabolism,
ABUW_0296,aroB,,315635,316717,+,3-dehydroquinate synthase,Amino acid transport and metabolism,
ABUW_0297,ABUW_0297,,316733,317608,+,hypothetical protein,No COG annotation,
ABUW_0298,gltB,,318069,322544,+,glutamate synthase%2C large subunit,Amino acid transport and metabolism,
ABUW_0299,gltD,,322614,324035,+,glutamate synthase%2C small subunit,Amino acid transport and metabolism,
